Series Name,Series Code,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,Peru,PER,0.99629,0.9953,0.9958,0.99594,0.99887
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,Panama,PAN,..,..,..,..,0.99559
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,Paraguay,PRY,0.99494,1.00625,1.00505,..,1.01162
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,Chile,CHL,..,1.00174,..,1.00006,..
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,Argentina,ARG,1.00208,1.00161,1.00246,..,1.0052
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,Uruguay,URY,1.011,1.00598,1.00575,1.00767,1.00569
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,"Venezuela, RB",VEN,..,1.00613,1.00661,..,..
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,Bolivia,BOL,..,1.0001,..,..,..
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,Colombia,COL,1.00883,1.00774,1.00725,..,1.00442
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,Suriname,SUR,..,..,..,..,0.99519
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,Guyana,GUY,1.00732,..,..,..,..
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Brazil,BRA,99.25031,99.3467,99.45533,99.48134,99.43153
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Peru,PER,98.78966,98.7729,98.6722,98.85308,98.96697
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Panama,PAN,..,..,..,..,98.87429
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Paraguay,PRY,98.46341,98.9689,98.70381,..,98.86784
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Chile,CHL,..,99.44056,..,99.01156,..
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Argentina,ARG,99.4024,99.6435,99.62893,..,99.75765
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Uruguay,URY,99.39062,99.22868,99.4413,99.31699,99.16599
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,"Venezuela, RB",VEN,..,99.31739,99.09258,..,..
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Bolivia,BOL,..,99.40421,..,..,..
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Colombia,COL,98.97285,98.91534,99.02527,..,99.0696
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Suriname,SUR,..,..,..,..,98.39996
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Guyana,GUY,97.03701,..,..,..,..
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Brazil,BRA,98.44697,98.59586,98.77936,98.84128,98.98358
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Peru,PER,99.15706,99.23967,99.08887,99.25598,99.0792
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Panama,PAN,..,..,..,..,99.3122
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Paraguay,PRY,98.9637,98.35383,98.20768,..,97.73242
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Chile,CHL,..,99.26754,..,99.00582,..
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Argentina,ARG,99.19587,99.4834,99.38448,..,99.24183
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Uruguay,URY,98.30905,98.63845,98.8731,98.56141,98.60475
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,"Venezuela, RB",VEN,..,98.71199,98.44194,..,..
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Bolivia,BOL,..,99.39402,..,..,..
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Colombia,COL,98.10671,98.15518,98.31204,..,98.63383
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Suriname,SUR,..,..,..,..,98.87544
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Guyana,GUY,96.33186,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Brazil,BRA,98.84569,98.96375,99.11096,99.15541,99.20417
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Peru,PER,98.97753,99.00954,98.88349,99.05748,99.02376
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Panama,PAN,..,..,..,..,99.09909
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Paraguay,PRY,98.7138,98.6536,98.4506,..,98.28152
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Chile,CHL,..,99.35394,..,99.00866,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Argentina,ARG,99.29671,99.5597,99.50271,..,99.50552
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Uruguay,URY,98.83889,98.9276,99.15247,98.9326,98.88027
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,"Venezuela, RB",VEN,..,99.00763,98.75951,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Bolivia,BOL,..,99.39917,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Colombia,COL,98.54095,98.53473,98.66831,..,98.85165
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Suriname,SUR,..,..,..,..,98.64556
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Guyana,GUY,96.68967,..,..,..,..
"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,Brazil,BRA,..,..,..,..,..
"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,Peru,PER,87.86914,88.73596,90.52178,93.42015,97.193
"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,Panama,PAN,..,..,..,80.10446,..
"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,Paraguay,PRY,..,..,..,..,..
"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,Chile,CHL,97.29144,96.4865,96.2994,94.25722,..
"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,Argentina,ARG,90.61367,91.80214,93.22198,93.57975,..
"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,Uruguay,URY,..,..,..,..,..
"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,"Venezuela, RB",VEN,82.23754,81.69055,80.64911,79.87029,..
"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,Bolivia,BOL,93.04035,89.45752,86.3908,82.72835,..
"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,Colombia,COL,80.04997,79.74143,78.68505,78.44089,80.15634
"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,Suriname,SUR,61.83206,64.87211,58.17061,62.36934,59.43242
"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,Guyana,GUY,..,..,..,..,..
"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,Brazil,BRA,..,..,..,..,..
"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,Peru,PER,85.31414,86.20258,89.94761,93.70993,98.75766
"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,Panama,PAN,..,..,..,73.62851,..
"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,Paraguay,PRY,..,..,..,..,..
"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,Chile,CHL,96.23937,95.28457,94.98143,93.38656,..
"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,Argentina,ARG,87.27703,88.48775,85.32629,86.18338,..
"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,Uruguay,URY,..,..,..,..,..
"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,"Venezuela, RB",VEN,72.79341,72.40201,71.57772,70.79304,..
"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,Bolivia,BOL,93.08751,88.50889,85.38392,82.35294,..
"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,Colombia,COL,70.04258,69.75911,69.67308,69.11208,71.4806
"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,Suriname,SUR,31.46692,34.1622,31.4253,31.7412,31.93022
"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,Guyana,GUY,..,..,..,..,..
"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,Brazil,BRA,..,..,..,..,..
"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,Peru,PER,86.56666,87.44053,90.23062,93.56619,97.97501
"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,Panama,PAN,..,..,..,76.80485,..
"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,Paraguay,PRY,..,..,..,..,..
"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,Chile,CHL,96.75612,95.87488,95.62891,93.81433,..
"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,Argentina,ARG,88.91632,90.11586,89.20531,89.81704,..
"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,Uruguay,URY,..,..,..,..,..
"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,"Venezuela, RB",VEN,77.41789,76.9495,76.018,75.23426,..
"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,Bolivia,BOL,93.06441,88.97346,85.87699,82.53676,..
"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,Colombia,COL,74.94326,74.64495,74.08378,73.67667,75.72469
"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,Suriname,SUR,46.09422,48.93807,44.30042,46.48707,45.17302
"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,Guyana,GUY,..,..,..,..,..
Lower secondary school starting age (years),SE.SEC.AGES,Brazil,BRA,11,11,11,11,11
Lower secondary school starting age (years),SE.SEC.AGES,Peru,PER,12,12,12,12,12
Lower secondary school starting age (years),SE.SEC.AGES,Panama,PAN,12,12,12,12,12
Lower secondary school starting age (years),SE.SEC.AGES,Paraguay,PRY,12,12,12,12,12
Lower secondary school starting age (years),SE.SEC.AGES,Chile,CHL,12,12,12,12,12
Lower secondary school starting age (years),SE.SEC.AGES,Argentina,ARG,12,12,12,12,12
Lower secondary school starting age (years),SE.SEC.AGES,Uruguay,URY,12,12,12,12,12
Lower secondary school starting age (years),SE.SEC.AGES,"Venezuela, RB",VEN,12,12,12,12,12
Lower secondary school starting age (years),SE.SEC.AGES,Bolivia,BOL,12,12,12,12,12
Lower secondary school starting age (years),SE.SEC.AGES,Colombia,COL,11,11,11,11,11
Lower secondary school starting age (years),SE.SEC.AGES,Suriname,SUR,12,12,12,12,12
Lower secondary school starting age (years),SE.SEC.AGES,Guyana,GUY,12,12,12,12,12
Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,Brazil,BRA,..,..,..,..,..
Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,Peru,PER,..,83.0436,94.69072,95.84052,97.87533
Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,Panama,PAN,..,72.00362,..,..,..
Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,Paraguay,PRY,..,..,..,..,..
Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,Chile,CHL,82.59019,83.41494,..,81.88078,..
Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,Argentina,ARG,..,..,..,..,..
Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,Uruguay,URY,94.62652,96.87648,96.94339,..,..
Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,"Venezuela, RB",VEN,73.226,73.22598,71.65956,70.53381,..
Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,Bolivia,BOL,84.11499,87.86457,91.09939,96.55028,..
Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,Colombia,COL,68.67986,67.57674,67.83682,66.02623,68.53583
Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,Suriname,SUR,62.12995,65.40832,63.41393,59.49294,58.3652
Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,Guyana,GUY,..,..,..,..,..
"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,Brazil,BRA,..,..,..,..,..
"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,Peru,PER,..,83.15974,94.49161,95.25759,97.22723
"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,Panama,PAN,..,72.71348,..,..,..
"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,Paraguay,PRY,..,..,..,..,..
"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,Chile,CHL,83.84844,84.95136,..,83.20072,..
"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,Argentina,ARG,..,..,..,..,..
"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,Uruguay,URY,95.13228,96.88339,97.27072,..,..
"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,"Venezuela, RB",VEN,73.33658,73.3022,71.72635,70.51841,..
"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,Bolivia,BOL,83.51875,88.14991,91.09415,96.5017,..
"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,Colombia,COL,68.14957,67.06484,67.51679,65.59636,68.34592
"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,Suriname,SUR,64.29996,64.90807,64.84812,59.84064,58.69522
"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,Guyana,GUY,..,..,..,..,..
"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,Brazil,BRA,..,..,..,..,..
"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,Peru,PER,..,82.9315,94.88519,96.41404,98.5153
"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,Panama,PAN,..,71.3245,..,..,..
"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,Paraguay,PRY,..,..,..,..,..
"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,Chile,CHL,81.37659,81.9333,..,80.60705,..
"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,Argentina,ARG,..,..,..,..,..
"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,Uruguay,URY,94.14364,96.86988,96.63073,..,..
"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,"Venezuela, RB",VEN,73.12044,73.1532,71.5957,70.54852,..
"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,Bolivia,BOL,84.68616,87.59123,91.1044,96.59678,..
"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,Colombia,COL,69.18729,68.06641,68.14297,66.43733,68.71735
"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,Suriname,SUR,60.11132,65.87361,62.07923,59.16929,58.05797
"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,Guyana,GUY,..,..,..,..,..
"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,Brazil,BRA,15.69987,14.70214,13.99844,14.46358,..
"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,Peru,PER,8.00746,6.9866,6.3776,6.06553,5.62746
"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,Panama,PAN,8.44254,8.93796,..,8.56269,..
"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,Paraguay,PRY,..,..,13.94173,..,..
"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,Chile,CHL,7.42013,7.16327,6.86703,6.55859,..
"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,Argentina,ARG,8.44527,8.02634,7.31761,6.43589,..
"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,Uruguay,URY,12.14312,8.38719,6.92369,..,..
"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,"Venezuela, RB",VEN,7.6332,7.6657,7.72949,7.57344,..
"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,Bolivia,BOL,9.88017,8.86079,8.00296,6.8065,..
"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,Colombia,COL,16.96587,16.32901,16.42866,15.25021,15.18755
"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,Suriname,SUR,17.77223,18.58706,17.84294,17.19233,16.0393
"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,Guyana,GUY,..,..,..,..,..
"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,Brazil,BRA,13.82354,12.86194,12.21149,12.63972,..
"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,Peru,PER,7.74472,6.71103,6.22892,5.87342,5.41854
"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,Panama,PAN,7.42734,7.97597,..,7.90931,..
"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,Paraguay,PRY,..,..,12.61459,..,..
"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,Chile,CHL,5.92078,5.69689,5.40204,5.15514,..
"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,Argentina,ARG,8.44527,8.02634,7.63249,6.75196,..
"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,Uruguay,URY,11.17549,7.42289,5.9352,..,..
"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,"Venezuela, RB",VEN,6.58091,6.59708,6.64774,6.58534,..
"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,Bolivia,BOL,9.33441,8.37519,7.53763,6.43915,..
"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,Colombia,COL,15.3328,14.65349,14.87171,13.39995,13.41092
"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,Suriname,SUR,16.09504,17.46045,16.17494,15.4018,14.23705
"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,Guyana,GUY,..,..,..,..,..
"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,Brazil,BRA,17.42392,16.39569,15.64415,16.14093,..
"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,Peru,PER,8.25942,7.25105,6.52086,6.25057,5.82903
"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,Panama,PAN,9.393,9.83714,..,9.17518,..
"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,Paraguay,PRY,..,..,15.17458,..,..
"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,Chile,CHL,8.82253,8.53557,8.2396,7.87484,..
"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,Argentina,ARG,8.44527,8.02634,7.01466,6.13172,..
"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,Uruguay,URY,13.04803,9.28864,7.84793,..,..
"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,"Venezuela, RB",VEN,8.6203,8.66306,8.73917,8.49589,..
"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,Bolivia,BOL,10.39148,9.31669,8.4418,7.15399,..
"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,Colombia,COL,18.4792,17.88307,17.87798,16.9649,16.83619
"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,Suriname,SUR,19.35804,19.64517,19.39807,18.86378,17.71207
"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,Guyana,GUY,..,..,..,..,..
"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,Brazil,BRA,..,..,..,..,..
"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,Peru,PER,..,..,94.48585,..,..
"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,Panama,PAN,..,..,..,..,..
"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,Paraguay,PRY,..,..,..,..,..
"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,Chile,CHL,99.94736,100,99.90191,..,..
"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,Argentina,ARG,96.762,97.90656,95.57314,..,..
"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,Uruguay,URY,99.40988,99.90157,..,..,..
"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,"Venezuela, RB",VEN,92.4398,87.52677,87.43553,..,..
"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,Bolivia,BOL,98.27525,98.47606,96.98933,..,..
"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,Colombia,COL,90.94906,92.2972,93.97798,94.34225,..
"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,Suriname,SUR,98.9781,97.80309,76.9034,90.46344,..
"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,Guyana,GUY,..,..,..,..,..
"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,Brazil,BRA,..,..,..,..,..
"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,Peru,PER,..,..,94.56182,..,..
"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,Panama,PAN,..,..,..,..,..
"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,Paraguay,PRY,..,..,..,..,..
"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,Chile,CHL,99.30951,99.25824,99.39368,..,..
"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,Argentina,ARG,96.00538,98.60103,95.42372,..,..
"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,Uruguay,URY,98.47725,99.35953,..,..,..
"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,"Venezuela, RB",VEN,92.84697,85.94666,86.64555,..,..
"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,Bolivia,BOL,97.26567,95.81837,95.44695,..,..
"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,Colombia,COL,85.83614,87.88153,89.58752,90.18511,..
"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,Suriname,SUR,94.86168,93.36934,69.76893,85.10213,..
"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,Guyana,GUY,..,..,..,..,..
"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,Brazil,BRA,..,..,..,..,..
"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,Peru,PER,..,..,94.52409,..,..
"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,Panama,PAN,..,..,..,..,..
"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,Paraguay,PRY,..,..,..,..,..
"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,Chile,CHL,99.6205,99.6204,99.64203,..,..
"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,Argentina,ARG,96.37509,98.26012,95.49637,..,..
"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,Uruguay,URY,98.93509,99.62488,..,..,..
"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,"Venezuela, RB",VEN,92.58962,86.71287,87.03022,..,..
"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,Bolivia,BOL,97.74914,97.09259,96.19281,..,..
"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,Colombia,COL,88.25821,89.98095,91.67863,92.16034,..
"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,Suriname,SUR,96.84708,95.50639,73.189,87.73726,..
"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,Guyana,GUY,..,..,..,..,..
"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,Brazil,BRA,..,..,..,..,..
"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,Peru,PER,..,..,93.11109,..,..
"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,Panama,PAN,..,..,..,..,..
"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,Paraguay,PRY,..,..,..,..,..
"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,Chile,CHL,99.94736,100,99.90191,..,..
"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,Argentina,ARG,95.55637,97.90656,94.19175,..,..
"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,Uruguay,URY,99.13788,99.67737,..,..,..
